Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
2040,,Bangladesh,2020-03-01,0.0,0.0
2041,,Bangladesh,2020-03-02,0.0,0.0
2042,,Bangladesh,2020-03-03,0.0,0.0
2043,,Bangladesh,2020-03-04,0.0,0.0
2044,,Bangladesh,2020-03-05,0.0,0.0
2045,,Bangladesh,2020-03-06,0.0,0.0
2046,,Bangladesh,2020-03-07,0.0,0.0
2047,,Bangladesh,2020-03-08,3.0,0.0
2048,,Bangladesh,2020-03-09,3.0,0.0
2049,,Bangladesh,2020-03-10,3.0,0.0
2050,,Bangladesh,2020-03-11,3.0,0.0
2051,,Bangladesh,2020-03-12,3.0,0.0
2052,,Bangladesh,2020-03-13,3.0,0.0
2053,,Bangladesh,2020-03-14,3.0,0.0
2054,,Bangladesh,2020-03-15,5.0,0.0
2055,,Bangladesh,2020-03-16,8.0,0.0
2056,,Bangladesh,2020-03-17,10.0,0.0
2057,,Bangladesh,2020-03-18,14.0,1.0
2058,,Bangladesh,2020-03-19,17.0,1.0
2059,,Bangladesh,2020-03-20,20.0,1.0
2060,,Bangladesh,2020-03-21,25.0,2.0
2061,,Bangladesh,2020-03-22,27.0,2.0
2062,,Bangladesh,2020-03-23,33.0,3.0
2063,,Bangladesh,2020-03-24,39.0,4.0
2064,,Bangladesh,2020-03-25,39.0,5.0
2065,,Bangladesh,2020-03-26,44.0,5.0
2066,,Bangladesh,2020-03-27,48.0,5.0
2067,,Bangladesh,2020-03-28,48.0,5.0
2068,,Bangladesh,2020-03-29,48.0,5.0
2069,,Bangladesh,2020-03-30,49.0,5.0
2070,,Bangladesh,2020-03-31,51.0,5.0
2101,,Barbados,2020-01-22,0.0,0.0
2102,,Barbados,2020-01-23,0.0,0.0
2103,,Barbados,2020-01-24,0.0,0.0
2104,,Barbados,2020-01-25,0.0,0.0
2105,,Barbados,2020-01-26,0.0,0.0
2106,,Barbados,2020-01-27,0.0,0.0
2107,,Barbados,2020-01-28,0.0,0.0
2108,,Barbados,2020-01-29,0.0,0.0
2109,,Barbados,2020-01-30,0.0,0.0
2110,,Barbados,2020-01-31,0.0,0.0
2111,,Barbados,2020-02-01,0.0,0.0
2112,,Barbados,2020-02-02,0.0,0.0
2113,,Barbados,2020-02-03,0.0,0.0
2114,,Barbados,2020-02-04,0.0,0.0
2115,,Barbados,2020-02-05,0.0,0.0
2116,,Barbados,2020-02-06,0.0,0.0
2117,,Barbados,2020-02-07,0.0,0.0
2118,,Barbados,2020-02-08,0.0,0.0
2119,,Barbados,2020-02-09,0.0,0.0
2120,,Barbados,2020-02-10,0.0,0.0
2121,,Barbados,2020-02-11,0.0,0.0
2122,,Barbados,2020-02-12,0.0,0.0
2123,,Barbados,2020-02-13,0.0,0.0
2124,,Barbados,2020-02-14,0.0,0.0
2125,,Barbados,2020-02-15,0.0,0.0
2126,,Barbados,2020-02-16,0.0,0.0
2127,,Barbados,2020-02-17,0.0,0.0
2128,,Barbados,2020-02-18,0.0,0.0
2129,,Barbados,2020-02-19,0.0,0.0
2130,,Barbados,2020-02-20,0.0,0.0
2131,,Barbados,2020-02-21,0.0,0.0
2132,,Barbados,2020-02-22,0.0,0.0
2133,,Barbados,2020-02-23,0.0,0.0
2134,,Barbados,2020-02-24,0.0,0.0
2135,,Barbados,2020-02-25,0.0,0.0
2136,,Barbados,2020-02-26,0.0,0.0
2137,,Barbados,2020-02-27,0.0,0.0
2138,,Barbados,2020-02-28,0.0,0.0
2139,,Barbados,2020-02-29,0.0,0.0
2140,,Barbados,2020-03-01,0.0,0.0
2141,,Barbados,2020-03-02,0.0,0.0
2142,,Barbados,2020-03-03,0.0,0.0
2143,,Barbados,2020-03-04,0.0,0.0
2144,,Barbados,2020-03-05,0.0,0.0
2145,,Barbados,2020-03-06,0.0,0.0
2146,,Barbados,2020-03-07,0.0,0.0
2147,,Barbados,2020-03-08,0.0,0.0
2148,,Barbados,2020-03-09,0.0,0.0
2149,,Barbados,2020-03-10,0.0,0.0
2150,,Barbados,2020-03-11,0.0,0.0
2151,,Barbados,2020-03-12,0.0,0.0
2152,,Barbados,2020-03-13,0.0,0.0
2153,,Barbados,2020-03-14,0.0,0.0
2154,,Barbados,2020-03-15,0.0,0.0
2155,,Barbados,2020-03-16,0.0,0.0
2156,,Barbados,2020-03-17,2.0,0.0
2157,,Barbados,2020-03-18,2.0,0.0
2158,,Barbados,2020-03-19,5.0,0.0
2159,,Barbados,2020-03-20,5.0,0.0
2160,,Barbados,2020-03-21,6.0,0.0
2161,,Barbados,2020-03-22,14.0,0.0
2162,,Barbados,2020-03-23,17.0,0.0
2163,,Barbados,2020-03-24,18.0,0.0
2164,,Barbados,2020-03-25,18.0,0.0
2165,,Barbados,2020-03-26,18.0,0.0
2166,,Barbados,2020-03-27,24.0,0.0
2167,,Barbados,2020-03-28,26.0,0.0
2168,,Barbados,2020-03-29,33.0,0.0
2169,,Barbados,2020-03-30,33.0,0.0
2170,,Barbados,2020-03-31,34.0,0.0
2201,,Belarus,2020-01-22,0.0,0.0
2202,,Belarus,2020-01-23,0.0,0.0
2203,,Belarus,2020-01-24,0.0,0.0
2204,,Belarus,2020-01-25,0.0,0.0
2205,,Belarus,2020-01-26,0.0,0.0
2206,,Belarus,2020-01-27,0.0,0.0
2207,,Belarus,2020-01-28,0.0,0.0
2208,,Belarus,2020-01-29,0.0,0.0
2209,,Belarus,2020-01-30,0.0,0.0
2210,,Belarus,2020-01-31,0.0,0.0
2211,,Belarus,2020-02-01,0.0,0.0
2212,,Belarus,2020-02-02,0.0,0.0
2213,,Belarus,2020-02-03,0.0,0.0
2214,,Belarus,2020-02-04,0.0,0.0
2215,,Belarus,2020-02-05,0.0,0.0
2216,,Belarus,2020-02-06,0.0,0.0
2217,,Belarus,2020-02-07,0.0,0.0
2218,,Belarus,2020-02-08,0.0,0.0
2219,,Belarus,2020-02-09,0.0,0.0
2220,,Belarus,2020-02-10,0.0,0.0
2221,,Belarus,2020-02-11,0.0,0.0
2222,,Belarus,2020-02-12,0.0,0.0
2223,,Belarus,2020-02-13,0.0,0.0
2224,,Belarus,2020-02-14,0.0,0.0
2225,,Belarus,2020-02-15,0.0,0.0
2226,,Belarus,2020-02-16,0.0,0.0
2227,,Belarus,2020-02-17,0.0,0.0
2228,,Belarus,2020-02-18,0.0,0.0
2229,,Belarus,2020-02-19,0.0,0.0
2230,,Belarus,2020-02-20,0.0,0.0
2231,,Belarus,2020-02-21,0.0,0.0
2232,,Belarus,2020-02-22,0.0,0.0
2233,,Belarus,2020-02-23,0.0,0.0
2234,,Belarus,2020-02-24,0.0,0.0
2235,,Belarus,2020-02-25,0.0,0.0
2236,,Belarus,2020-02-26,0.0,0.0
2237,,Belarus,2020-02-27,0.0,0.0
2238,,Belarus,2020-02-28,1.0,0.0
2239,,Belarus,2020-02-29,1.0,0.0
2240,,Belarus,2020-03-01,1.0,0.0
2241,,Belarus,2020-03-02,1.0,0.0
2242,,Belarus,2020-03-03,1.0,0.0
2243,,Belarus,2020-03-04,6.0,0.0
2244,,Belarus,2020-03-05,6.0,0.0
2245,,Belarus,2020-03-06,6.0,0.0
2246,,Belarus,2020-03-07,6.0,0.0
2247,,Belarus,2020-03-08,6.0,0.0
2248,,Belarus,2020-03-09,6.0,0.0
2249,,Belarus,2020-03-10,9.0,0.0
2250,,Belarus,2020-03-11,9.0,0.0
2251,,Belarus,2020-03-12,12.0,0.0
2252,,Belarus,2020-03-13,27.0,0.0
2253,,Belarus,2020-03-14,27.0,0.0
2254,,Belarus,2020-03-15,27.0,0.0
2255,,Belarus,2020-03-16,36.0,0.0
2256,,Belarus,2020-03-17,36.0,0.0
2257,,Belarus,2020-03-18,51.0,0.0
2258,,Belarus,2020-03-19,51.0,0.0
2259,,Belarus,2020-03-20,69.0,0.0
2260,,Belarus,2020-03-21,76.0,0.0
2261,,Belarus,2020-03-22,76.0,0.0
2262,,Belarus,2020-03-23,81.0,0.0
2263,,Belarus,2020-03-24,81.0,0.0
2264,,Belarus,2020-03-25,86.0,0.0
2265,,Belarus,2020-03-26,86.0,0.0
2266,,Belarus,2020-03-27,94.0,0.0
2267,,Belarus,2020-03-28,94.0,0.0
2268,,Belarus,2020-03-29,94.0,0.0
2269,,Belarus,2020-03-30,152.0,0.0
2270,,Belarus,2020-03-31,152.0,1.0
2301,,Belgium,2020-01-22,0.0,0.0
2302,,Belgium,2020-01-23,0.0,0.0
2303,,Belgium,2020-01-24,0.0,0.0
2304,,Belgium,2020-01-25,0.0,0.0
2305,,Belgium,2020-01-26,0.0,0.0
2306,,Belgium,2020-01-27,0.0,0.0
2307,,Belgium,2020-01-28,0.0,0.0
2308,,Belgium,2020-01-29,0.0,0.0
2309,,Belgium,2020-01-30,0.0,0.0
2310,,Belgium,2020-01-31,0.0,0.0
2311,,Belgium,2020-02-01,0.0,0.0
2312,,Belgium,2020-02-02,0.0,0.0
2313,,Belgium,2020-02-03,0.0,0.0
2314,,Belgium,2020-02-04,1.0,0.0
2315,,Belgium,2020-02-05,1.0,0.0
2316,,Belgium,2020-02-06,1.0,0.0
2317,,Belgium,2020-02-07,1.0,0.0
2318,,Belgium,2020-02-08,1.0,0.0
2319,,Belgium,2020-02-09,1.0,0.0
2320,,Belgium,2020-02-10,1.0,0.0
2321,,Belgium,2020-02-11,1.0,0.0
2322,,Belgium,2020-02-12,1.0,0.0
2323,,Belgium,2020-02-13,1.0,0.0
2324,,Belgium,2020-02-14,1.0,0.0
2325,,Belgium,2020-02-15,1.0,0.0
2326,,Belgium,2020-02-16,1.0,0.0
2327,,Belgium,2020-02-17,1.0,0.0
2328,,Belgium,2020-02-18,1.0,0.0
2329,,Belgium,2020-02-19,1.0,0.0
2330,,Belgium,2020-02-20,1.0,0.0
2331,,Belgium,2020-02-21,1.0,0.0
2332,,Belgium,2020-02-22,1.0,0.0
2333,,Belgium,2020-02-23,1.0,0.0
2334,,Belgium,2020-02-24,1.0,0.0
2335,,Belgium,2020-02-25,1.0,0.0
2336,,Belgium,2020-02-26,1.0,0.0
2337,,Belgium,2020-02-27,1.0,0.0
2338,,Belgium,2020-02-28,1.0,0.0
2339,,Belgium,2020-02-29,1.0,0.0
2340,,Belgium,2020-03-01,2.0,0.0
2341,,Belgium,2020-03-02,8.0,0.0
2342,,Belgium,2020-03-03,13.0,0.0
2343,,Belgium,2020-03-04,23.0,0.0
2344,,Belgium,2020-03-05,50.0,0.0
2345,,Belgium,2020-03-06,109.0,0.0
2346,,Belgium,2020-03-07,169.0,0.0
2347,,Belgium,2020-03-08,200.0,0.0
2348,,Belgium,2020-03-09,239.0,0.0
2349,,Belgium,2020-03-10,267.0,0.0
2350,,Belgium,2020-03-11,314.0,3.0
2351,,Belgium,2020-03-12,314.0,3.0
2352,,Belgium,2020-03-13,559.0,3.0
2353,,Belgium,2020-03-14,689.0,4.0
2354,,Belgium,2020-03-15,886.0,4.0
2355,,Belgium,2020-03-16,1058.0,5.0
2356,,Belgium,2020-03-17,1243.0,10.0
2357,,Belgium,2020-03-18,1486.0,14.0
2358,,Belgium,2020-03-19,1795.0,21.0
2359,,Belgium,2020-03-20,2257.0,37.0
2360,,Belgium,2020-03-21,2815.0,67.0
2361,,Belgium,2020-03-22,3401.0,75.0
2362,,Belgium,2020-03-23,3743.0,88.0
2363,,Belgium,2020-03-24,4269.0,122.0
2364,,Belgium,2020-03-25,4937.0,178.0
2365,,Belgium,2020-03-26,6235.0,220.0
2366,,Belgium,2020-03-27,7284.0,289.0
2367,,Belgium,2020-03-28,9134.0,353.0
2368,,Belgium,2020-03-29,10836.0,431.0
2369,,Belgium,2020-03-30,11899.0,513.0
2370,,Belgium,2020-03-31,12775.0,705.0
2401,,Belize,2020-01-22,0.0,0.0
2402,,Belize,2020-01-23,0.0,0.0
2403,,Belize,2020-01-24,0.0,0.0
2404,,Belize,2020-01-25,0.0,0.0
2405,,Belize,2020-01-26,0.0,0.0
2406,,Belize,2020-01-27,0.0,0.0
2407,,Belize,2020-01-28,0.0,0.0
2408,,Belize,2020-01-29,0.0,0.0
2409,,Belize,2020-01-30,0.0,0.0
2410,,Belize,2020-01-31,0.0,0.0
2411,,Belize,2020-02-01,0.0,0.0
2412,,Belize,2020-02-02,0.0,0.0
2413,,Belize,2020-02-03,0.0,0.0
2414,,Belize,2020-02-04,0.0,0.0
2415,,Belize,2020-02-05,0.0,0.0
2416,,Belize,2020-02-06,0.0,0.0
2417,,Belize,2020-02-07,0.0,0.0
2418,,Belize,2020-02-08,0.0,0.0
2419,,Belize,2020-02-09,0.0,0.0
2420,,Belize,2020-02-10,0.0,0.0
2421,,Belize,2020-02-11,0.0,0.0
2422,,Belize,2020-02-12,0.0,0.0
2423,,Belize,2020-02-13,0.0,0.0
2424,,Belize,2020-02-14,0.0,0.0
2425,,Belize,2020-02-15,0.0,0.0
2426,,Belize,2020-02-16,0.0,0.0
2427,,Belize,2020-02-17,0.0,0.0
2428,,Belize,2020-02-18,0.0,0.0
2429,,Belize,2020-02-19,0.0,0.0
2430,,Belize,2020-02-20,0.0,0.0
2431,,Belize,2020-02-21,0.0,0.0
2432,,Belize,2020-02-22,0.0,0.0
2433,,Belize,2020-02-23,0.0,0.0
2434,,Belize,2020-02-24,0.0,0.0
2435,,Belize,2020-02-25,0.0,0.0
2436,,Belize,2020-02-26,0.0,0.0
2437,,Belize,2020-02-27,0.0,0.0
2438,,Belize,2020-02-28,0.0,0.0
2439,,Belize,2020-02-29,0.0,0.0
2440,,Belize,2020-03-01,0.0,0.0
2441,,Belize,2020-03-02,0.0,0.0
2442,,Belize,2020-03-03,0.0,0.0
2443,,Belize,2020-03-04,0.0,0.0
2444,,Belize,2020-03-05,0.0,0.0
2445,,Belize,2020-03-06,0.0,0.0
2446,,Belize,2020-03-07,0.0,0.0
2447,,Belize,2020-03-08,0.0,0.0
2448,,Belize,2020-03-09,0.0,0.0
2449,,Belize,2020-03-10,0.0,0.0
2450,,Belize,2020-03-11,0.0,0.0
2451,,Belize,2020-03-12,0.0,0.0
2452,,Belize,2020-03-13,0.0,0.0
2453,,Belize,2020-03-14,0.0,0.0
2454,,Belize,2020-03-15,0.0,0.0
2455,,Belize,2020-03-16,0.0,0.0
2456,,Belize,2020-03-17,0.0,0.0
2457,,Belize,2020-03-18,0.0,0.0
2458,,Belize,2020-03-19,0.0,0.0
2459,,Belize,2020-03-20,0.0,0.0
2460,,Belize,2020-03-21,0.0,0.0
2461,,Belize,2020-03-22,0.0,0.0
2462,,Belize,2020-03-23,1.0,0.0
2463,,Belize,2020-03-24,1.0,0.0
2464,,Belize,2020-03-25,2.0,0.0
2465,,Belize,2020-03-26,2.0,0.0
2466,,Belize,2020-03-27,2.0,0.0
2467,,Belize,2020-03-28,2.0,0.0
2468,,Belize,2020-03-29,2.0,0.0
2469,,Belize,2020-03-30,3.0,0.0
2470,,Belize,2020-03-31,3.0,0.0
2501,,Benin,2020-01-22,0.0,0.0
2502,,Benin,2020-01-23,0.0,0.0
2503,,Benin,2020-01-24,0.0,0.0
2504,,Benin,2020-01-25,0.0,0.0
2505,,Benin,2020-01-26,0.0,0.0
2506,,Benin,2020-01-27,0.0,0.0
2507,,Benin,2020-01-28,0.0,0.0
2508,,Benin,2020-01-29,0.0,0.0
2509,,Benin,2020-01-30,0.0,0.0
2510,,Benin,2020-01-31,0.0,0.0
2511,,Benin,2020-02-01,0.0,0.0
2512,,Benin,2020-02-02,0.0,0.0
2513,,Benin,2020-02-03,0.0,0.0
2514,,Benin,2020-02-04,0.0,0.0
2515,,Benin,2020-02-05,0.0,0.0
2516,,Benin,2020-02-06,0.0,0.0
2517,,Benin,2020-02-07,0.0,0.0
2518,,Benin,2020-02-08,0.0,0.0
2519,,Benin,2020-02-09,0.0,0.0
2520,,Benin,2020-02-10,0.0,0.0
2521,,Benin,2020-02-11,0.0,0.0
2522,,Benin,2020-02-12,0.0,0.0
2523,,Benin,2020-02-13,0.0,0.0
2524,,Benin,2020-02-14,0.0,0.0
2525,,Benin,2020-02-15,0.0,0.0
2526,,Benin,2020-02-16,0.0,0.0
2527,,Benin,2020-02-17,0.0,0.0
2528,,Benin,2020-02-18,0.0,0.0
2529,,Benin,2020-02-19,0.0,0.0
2530,,Benin,2020-02-20,0.0,0.0
2531,,Benin,2020-02-21,0.0,0.0
2532,,Benin,2020-02-22,0.0,0.0
2533,,Benin,2020-02-23,0.0,0.0
2534,,Benin,2020-02-24,0.0,0.0
2535,,Benin,2020-02-25,0.0,0.0
2536,,Benin,2020-02-26,0.0,0.0
2537,,Benin,2020-02-27,0.0,0.0
2538,,Benin,2020-02-28,0.0,0.0
2539,,Benin,2020-02-29,0.0,0.0
2540,,Benin,2020-03-01,0.0,0.0
2541,,Benin,2020-03-02,0.0,0.0
2542,,Benin,2020-03-03,0.0,0.0
2543,,Benin,2020-03-04,0.0,0.0
2544,,Benin,2020-03-05,0.0,0.0
2545,,Benin,2020-03-06,0.0,0.0
2546,,Benin,2020-03-07,0.0,0.0
2547,,Benin,2020-03-08,0.0,0.0
2548,,Benin,2020-03-09,0.0,0.0
2549,,Benin,2020-03-10,0.0,0.0
2550,,Benin,2020-03-11,0.0,0.0
2551,,Benin,2020-03-12,0.0,0.0
2552,,Benin,2020-03-13,0.0,0.0
2553,,Benin,2020-03-14,0.0,0.0
2554,,Benin,2020-03-15,0.0,0.0
2555,,Benin,2020-03-16,1.0,0.0
2556,,Benin,2020-03-17,1.0,0.0
2557,,Benin,2020-03-18,2.0,0.0
2558,,Benin,2020-03-19,2.0,0.0
2559,,Benin,2020-03-20,2.0,0.0
2560,,Benin,2020-03-21,2.0,0.0
2561,,Benin,2020-03-22,2.0,0.0
2562,,Benin,2020-03-23,5.0,0.0
2563,,Benin,2020-03-24,6.0,0.0
2564,,Benin,2020-03-25,6.0,0.0
2565,,Benin,2020-03-26,6.0,0.0
2566,,Benin,2020-03-27,6.0,0.0
2567,,Benin,2020-03-28,6.0,0.0
2568,,Benin,2020-03-29,6.0,0.0
2569,,Benin,2020-03-30,6.0,0.0
2570,,Benin,2020-03-31,9.0,0.0
2601,,Bhutan,2020-01-22,0.0,0.0
2602,,Bhutan,2020-01-23,0.0,0.0
2603,,Bhutan,2020-01-24,0.0,0.0
2604,,Bhutan,2020-01-25,0.0,0.0
2605,,Bhutan,2020-01-26,0.0,0.0
2606,,Bhutan,2020-01-27,0.0,0.0
2607,,Bhutan,2020-01-28,0.0,0.0
2608,,Bhutan,2020-01-29,0.0,0.0
2609,,Bhutan,2020-01-30,0.0,0.0
2610,,Bhutan,2020-01-31,0.0,0.0
2611,,Bhutan,2020-02-01,0.0,0.0
2612,,Bhutan,2020-02-02,0.0,0.0
2613,,Bhutan,2020-02-03,0.0,0.0
2614,,Bhutan,2020-02-04,0.0,0.0
2615,,Bhutan,2020-02-05,0.0,0.0
2616,,Bhutan,2020-02-06,0.0,0.0
2617,,Bhutan,2020-02-07,0.0,0.0
2618,,Bhutan,2020-02-08,0.0,0.0
2619,,Bhutan,2020-02-09,0.0,0.0
2620,,Bhutan,2020-02-10,0.0,0.0
2621,,Bhutan,2020-02-11,0.0,0.0
2622,,Bhutan,2020-02-12,0.0,0.0
2623,,Bhutan,2020-02-13,0.0,0.0
2624,,Bhutan,2020-02-14,0.0,0.0
2625,,Bhutan,2020-02-15,0.0,0.0
2626,,Bhutan,2020-02-16,0.0,0.0
2627,,Bhutan,2020-02-17,0.0,0.0
2628,,Bhutan,2020-02-18,0.0,0.0
2629,,Bhutan,2020-02-19,0.0,0.0
2630,,Bhutan,2020-02-20,0.0,0.0
2631,,Bhutan,2020-02-21,0.0,0.0
2632,,Bhutan,2020-02-22,0.0,0.0
2633,,Bhutan,2020-02-23,0.0,0.0
2634,,Bhutan,2020-02-24,0.0,0.0
2635,,Bhutan,2020-02-25,0.0,0.0
2636,,Bhutan,2020-02-26,0.0,0.0
2637,,Bhutan,2020-02-27,0.0,0.0
2638,,Bhutan,2020-02-28,0.0,0.0
2639,,Bhutan,2020-02-29,0.0,0.0
2640,,Bhutan,2020-03-01,0.0,0.0
2641,,Bhutan,2020-03-02,0.0,0.0
2642,,Bhutan,2020-03-03,0.0,0.0
2643,,Bhutan,2020-03-04,0.0,0.0
2644,,Bhutan,2020-03-05,0.0,0.0
2645,,Bhutan,2020-03-06,1.0,0.0
2646,,Bhutan,2020-03-07,1.0,0.0
2647,,Bhutan,2020-03-08,1.0,0.0
2648,,Bhutan,2020-03-09,1.0,0.0
2649,,Bhutan,2020-03-10,1.0,0.0
2650,,Bhutan,2020-03-11,1.0,0.0
2651,,Bhutan,2020-03-12,1.0,0.0
2652,,Bhutan,2020-03-13,1.0,0.0
2653,,Bhutan,2020-03-14,1.0,0.0
2654,,Bhutan,2020-03-15,1.0,0.0
2655,,Bhutan,2020-03-16,1.0,0.0
2656,,Bhutan,2020-03-17,1.0,0.0
2657,,Bhutan,2020-03-18,1.0,0.0
2658,,Bhutan,2020-03-19,1.0,0.0
2659,,Bhutan,2020-03-20,2.0,0.0
2660,,Bhutan,2020-03-21,2.0,0.0
2661,,Bhutan,2020-03-22,2.0,0.0
2662,,Bhutan,2020-03-23,2.0,0.0
2663,,Bhutan,2020-03-24,2.0,0.0
2664,,Bhutan,2020-03-25,2.0,0.0
2665,,Bhutan,2020-03-26,2.0,0.0
2666,,Bhutan,2020-03-27,3.0,0.0
2667,,Bhutan,2020-03-28,3.0,0.0
2668,,Bhutan,2020-03-29,4.0,0.0
2669,,Bhutan,2020-03-30,4.0,0.0
2670,,Bhutan,2020-03-31,4.0,0.0
2701,,Bolivia,2020-01-22,0.0,0.0
2702,,Bolivia,2020-01-23,0.0,0.0
2703,,Bolivia,2020-01-24,0.0,0.0
2704,,Bolivia,2020-01-25,0.0,0.0
2705,,Bolivia,2020-01-26,0.0,0.0
2706,,Bolivia,2020-01-27,0.0,0.0
2707,,Bolivia,2020-01-28,0.0,0.0
2708,,Bolivia,2020-01-29,0.0,0.0
2709,,Bolivia,2020-01-30,0.0,0.0
2710,,Bolivia,2020-01-31,0.0,0.0
2711,,Bolivia,2020-02-01,0.0,0.0
2712,,Bolivia,2020-02-02,0.0,0.0
2713,,Bolivia,2020-02-03,0.0,0.0
2714,,Bolivia,2020-02-04,0.0,0.0
2715,,Bolivia,2020-02-05,0.0,0.0
2716,,Bolivia,2020-02-06,0.0,0.0
2717,,Bolivia,2020-02-07,0.0,0.0
2718,,Bolivia,2020-02-08,0.0,0.0
2719,,Bolivia,2020-02-09,0.0,0.0
2720,,Bolivia,2020-02-10,0.0,0.0
2721,,Bolivia,2020-02-11,0.0,0.0
2722,,Bolivia,2020-02-12,0.0,0.0
2723,,Bolivia,2020-02-13,0.0,0.0
2724,,Bolivia,2020-02-14,0.0,0.0
2725,,Bolivia,2020-02-15,0.0,0.0
2726,,Bolivia,2020-02-16,0.0,0.0
2727,,Bolivia,2020-02-17,0.0,0.0
2728,,Bolivia,2020-02-18,0.0,0.0
2729,,Bolivia,2020-02-19,0.0,0.0
2730,,Bolivia,2020-02-20,0.0,0.0
2731,,Bolivia,2020-02-21,0.0,0.0
2732,,Bolivia,2020-02-22,0.0,0.0
2733,,Bolivia,2020-02-23,0.0,0.0
2734,,Bolivia,2020-02-24,0.0,0.0
2735,,Bolivia,2020-02-25,0.0,0.0
2736,,Bolivia,2020-02-26,0.0,0.0
2737,,Bolivia,2020-02-27,0.0,0.0
2738,,Bolivia,2020-02-28,0.0,0.0
2739,,Bolivia,2020-02-29,0.0,0.0
2740,,Bolivia,2020-03-01,0.0,0.0
2741,,Bolivia,2020-03-02,0.0,0.0
2742,,Bolivia,2020-03-03,0.0,0.0
2743,,Bolivia,2020-03-04,0.0,0.0
2744,,Bolivia,2020-03-05,0.0,0.0
2745,,Bolivia,2020-03-06,0.0,0.0
2746,,Bolivia,2020-03-07,0.0,0.0
2747,,Bolivia,2020-03-08,0.0,0.0
2748,,Bolivia,2020-03-09,0.0,0.0
2749,,Bolivia,2020-03-10,0.0,0.0
2750,,Bolivia,2020-03-11,2.0,0.0
2751,,Bolivia,2020-03-12,2.0,0.0
2752,,Bolivia,2020-03-13,3.0,0.0
2753,,Bolivia,2020-03-14,10.0,0.0
2754,,Bolivia,2020-03-15,10.0,0.0
2755,,Bolivia,2020-03-16,11.0,0.0
2756,,Bolivia,2020-03-17,11.0,0.0
2757,,Bolivia,2020-03-18,12.0,0.0
2758,,Bolivia,2020-03-19,12.0,0.0
2759,,Bolivia,2020-03-20,15.0,0.0
2760,,Bolivia,2020-03-21,19.0,0.0
2761,,Bolivia,2020-03-22,24.0,0.0
2762,,Bolivia,2020-03-23,27.0,0.0
2763,,Bolivia,2020-03-24,29.0,0.0
2764,,Bolivia,2020-03-25,32.0,0.0
2765,,Bolivia,2020-03-26,43.0,0.0
2766,,Bolivia,2020-03-27,61.0,0.0
2767,,Bolivia,2020-03-28,74.0,0.0
2768,,Bolivia,2020-03-29,81.0,1.0
2769,,Bolivia,2020-03-30,97.0,4.0
2770,,Bolivia,2020-03-31,107.0,6.0
2801,,Bosnia and Herzegovina,2020-01-22,0.0,0.0
2802,,Bosnia and Herzegovina,2020-01-23,0.0,0.0
2803,,Bosnia and Herzegovina,2020-01-24,0.0,0.0
2804,,Bosnia and Herzegovina,2020-01-25,0.0,0.0
2805,,Bosnia and Herzegovina,2020-01-26,0.0,0.0
2806,,Bosnia and Herzegovina,2020-01-27,0.0,0.0
2807,,Bosnia and Herzegovina,2020-01-28,0.0,0.0
2808,,Bosnia and Herzegovina,2020-01-29,0.0,0.0
2809,,Bosnia and Herzegovina,2020-01-30,0.0,0.0
2810,,Bosnia and Herzegovina,2020-01-31,0.0,0.0
2811,,Bosnia and Herzegovina,2020-02-01,0.0,0.0
2812,,Bosnia and Herzegovina,2020-02-02,0.0,0.0
2813,,Bosnia and Herzegovina,2020-02-03,0.0,0.0
2814,,Bosnia and Herzegovina,2020-02-04,0.0,0.0
2815,,Bosnia and Herzegovina,2020-02-05,0.0,0.0
2816,,Bosnia and Herzegovina,2020-02-06,0.0,0.0
2817,,Bosnia and Herzegovina,2020-02-07,0.0,0.0
2818,,Bosnia and Herzegovina,2020-02-08,0.0,0.0
2819,,Bosnia and Herzegovina,2020-02-09,0.0,0.0
2820,,Bosnia and Herzegovina,2020-02-10,0.0,0.0
2821,,Bosnia and Herzegovina,2020-02-11,0.0,0.0
2822,,Bosnia and Herzegovina,2020-02-12,0.0,0.0
2823,,Bosnia and Herzegovina,2020-02-13,0.0,0.0
2824,,Bosnia and Herzegovina,2020-02-14,0.0,0.0
2825,,Bosnia and Herzegovina,2020-02-15,0.0,0.0
2826,,Bosnia and Herzegovina,2020-02-16,0.0,0.0
2827,,Bosnia and Herzegovina,2020-02-17,0.0,0.0
2828,,Bosnia and Herzegovina,2020-02-18,0.0,0.0
2829,,Bosnia and Herzegovina,2020-02-19,0.0,0.0
2830,,Bosnia and Herzegovina,2020-02-20,0.0,0.0
2831,,Bosnia and Herzegovina,2020-02-21,0.0,0.0
2832,,Bosnia and Herzegovina,2020-02-22,0.0,0.0
2833,,Bosnia and Herzegovina,2020-02-23,0.0,0.0
2834,,Bosnia and Herzegovina,2020-02-24,0.0,0.0
2835,,Bosnia and Herzegovina,2020-02-25,0.0,0.0
2836,,Bosnia and Herzegovina,2020-02-26,0.0,0.0
2837,,Bosnia and Herzegovina,2020-02-27,0.0,0.0
2838,,Bosnia and Herzegovina,2020-02-28,0.0,0.0
2839,,Bosnia and Herzegovina,2020-02-29,0.0,0.0
2840,,Bosnia and Herzegovina,2020-03-01,0.0,0.0
2841,,Bosnia and Herzegovina,2020-03-02,0.0,0.0
2842,,Bosnia and Herzegovina,2020-03-03,0.0,0.0
2843,,Bosnia and Herzegovina,2020-03-04,0.0,0.0
